Risk Index (Naval Hazards per Year),Harbor Development (%),Shipyard Density (%),Coastal Region (0/1),Water Pollution Index (ppm),Avg. Vessel Size (m),Avg. Ship Age (years),Distance to Major Port (km),Port Connectivity Index,Harbor Fees (USD/ton),Crew-to-Vessel Ratio,Marine Biodiversity Index,Fishing Dependency (%),Avg. Ship Value (Million USD)
7.921413131197724,2.4027784347656507,25.41930002111433,1,0.6821151561998285,6.457715545428659,96.60363134728246,3.5658314629998182,5,354.16229164037986,18.93708688656618,285.53857058845824,15.268510143937338,29.783218696060434
2.3971005798106937,8.730984933539714,6.344604055181981,1,0.7850016945064713,6.041331149816648,55.49147984368763,2.1095703902096217,9,412.16027440009486,19.63854421814634,429.7885435194498,14.970648942703416,12.207351302112613
9.234890281476025,12.530553931114468,23.07815024184022,0,0.40245404866571,6.2079691830298325,86.59748224514314,2.9858301755420213,15,351.0081895003836,14.027398381525895,279.1661111601551,11.154431817541987,38.75662534844193
16.85035975074982,7.961137712377182,12.465584405892269,0,0.6096039067883826,6.878233020009054,63.2468627214615,2.93140710217775,3,132.05103658963566,23.14716936086866,414.4559058393827,15.428379728400252,12.708948650214339
1.5628656399069771,17.701644040670246,6.605215775060306,0,0.49416274518639364,5.994265033933248,77.70600249302585,2.7969442765315886,6,591.4469567766487,16.762254519832776,358.7980300609624,10.67628097724848,14.65458807985047
1.5630084745421295,10.229452049835109,7.761187745025181,1,0.5372861974835038,5.175396029482925,36.34987194617974,1.1642157188558704,17,559.7777288979511,18.495807607424734,144.0208097478456,17.258381060900767,27.67429831720684
17.339151494914304,5.832510508012653,8.88960357345919,0,0.8673212016420442,7.524708732943794,70.99438553471262,3.5319251688118007,21,742.0401109215402,18.57670714211412,303.7311970078725,8.245155868116843,28.562378039985532
10.276682143630305,9.74623332556923,14.026745030173224,0,0.36964356059258163,7.26701785508334,-15.450920782310334,2.6227239626206487,8,791.1238834882381,22.893070481115473,386.4702757472406,13.218713164261892,18.3937448753419
0.4844271576340833,2.038772002242153,14.707564867444948,1,0.5804487593793488,5.395416113426067,63.348217955648224,2.351842249004763,21,210.42861778153625,18.306127549785273,319.0539395843272,1.1714560669676697,25.91691711669188
8.320272379197892,29.00061556174012,7.1414699728238045,0,0.606123180611852,6.782795463671635,22.783701851604555,8.111241251453492,11,351.65281337635685,21.994716047577985,124.24737782964115,10.073635666854255,27.05749430102208
0.4317339274684211,23.071370471648073,10.931953313399218,0,0.6802943589927217,5.94791766061406,102.48844591496552,6.086416273855011,6,829.9386522741839,19.39480043281445,476.18826163218057,16.729169920022848,26.11665483573391
0.45184885606123393,11.37703720380624,25.881665474421858,0,0.5617579784165075,6.484441050731742,90.44514661268276,3.009768477657508,8,401.18749658218456,16.38385330314691,371.4131296657166,5.360482446372712,18.778094758462757
5.705071762624497,13.714442716500963,23.020047873694907,0,0.5869660647404923,6.505956890309445,81.71345459324687,3.8395200044552564,10,449.0274316278543,18.79635642982617,396.3802755055523,10.427286617914405,27.14794142158835
13.045538128522841,28.907319974562682,14.110633320750821,0,0.5030021719093851,6.135914539778574,111.34027498317857,1.33952587063312,24,152.45016811531067,18.239280812227193,312.93187015177983,4.375993804362487,35.438607726151744
11.406785142863384,27.497143050127967,11.362223999360582,0,0.5822952329494129,5.751364034089522,41.93544576482206,7.361018043402817,3,433.24849010489805,16.115044933210697,404.3655616213459,2.9866738294228767,11.225505991186797
1.2919015043964621,24.06029248245249,11.928216154356003,0,0.5088169269403108,5.816621263378618,117.70090586142717,7.784306259023534,23,732.565982959527,19.28699009283893,522.96863315739,4.844030651591297,14.771447673015384
5.211630746909487,4.039133583438227,15.333274011839874,0,0.6245886267827261,5.65866565916313,94.7945829557168,4.129056829317702,14,624.1531360973928,18.548626049669682,289.1083584899104,13.422432460478634,22.75075181771733
6.3339517935788825,24.694948978220616,4.042731300131001,1,0.505646759674764,5.717724454238689,61.95279642914761,5.949414352789224,23,305.5225835848847,19.72412775200879,507.69815618749345,15.067203987988258,12.782738825854096
4.299809457034534,6.383938347440642,9.324101891778918,0,0.5952520472682624,6.252975196965451,100.51092613584072,4.16810223576124,14,341.4188504165061,18.925376115116293,392.26932999617264,12.3020054818246,5.908685645109202
8.687042201617036,30.653752945483298,0.4132301097553679,0,0.5464884623578027,5.798968007622474,37.51315230123307,0.9928765783605455,10,218.00875086096377,17.067573626569047,276.8816199286454,9.983586981499615,32.556731378114
16.35114428961752,26.521738802677696,13.854639545976426,0,0.6851260300926603,6.777436445998834,45.43115206107237,2.9351709251763194,12,265.00459243804943,20.190334783038693,557.3275480207817,10.008377586723894,1.9951479525585043
1.63574618576714,12.520379257210202,15.565651983948914,1,0.5438327531693817,7.341072308735149,51.49862877696441,4.07704873022111,6,87.08439596387308,17.126323783442125,391.63926182989286,17.783924818187508,18.798079182776114
4.187495380784937,17.45153429011053,7.766013410134319,0,0.33723610381517427,5.89396273104097,53.735726403401166,2.8454497906387672,12,393.75029465716324,11.680724849876803,417.55955885834675,14.211020912869675,29.48228774177977
8.795309220057073,9.67057736493272,21.960508666701227,0,0.701430580085679,6.467583150374764,38.91073023843689,3.3408281173864243,23,661.698594228309,18.783036485499277,331.48895846986505,10.328986266231926,24.953638063419064
1.1361297033690883,26.279204289512812,2.6422169252838454,1,0.4413121238964858,6.649779577212054,102.96863418537862,3.6080609292308594,14,467.71256324774987,17.281037800085223,283.5342752750139,21.882426416212937,18.937305832993637
4.565026530475835,27.313417450866766,0.9958133265522395,1,0.4715480393621417,6.630401589643492,61.326191349607726,3.630155154482531,2,637.528150314243,19.340687109672597,371.27100526549685,26.544822791072313,12.403555895878377
6.413644123574034,9.860340691517525,12.648717548063807,0,0.478520644714781,6.353168687541261,78.5053896108283,3.9097428300447143,9,588.3058993555677,22.89751781906737,499.91319883698293,3.85522860334094,25.66358388096102
6.868572759607346,16.816677454465243,18.324978288023864,1,0.7149325711804981,6.819877692851805,52.57312660377557,1.5727293605671377,10,316.13624095179847,22.961027324925727,327.8209570911023,16.40982149849463,13.40677116610477
1.6255566022936025,3.787781311790308,22.719101071059292,0,0.2937190943225566,6.6375742668764595,17.441047254586657,2.2942660868313336,17,280.40288088371665,18.136729571111953,353.5656366527534,34.63821621457333,24.946579794128013
1.0622643767984923,12.504389041672447,7.933698586204313,0,0.9265298240391993,5.433636304370891,76.18861177079896,1.1023730420300644,17,286.8409944489555,16.68166662325868,488.52589095014224,14.689459341456379,23.79644236375976
1.634847526395753,8.647631411116093,18.54289775067594,0,0.6767268170879263,6.908409245072491,14.86563519070426,5.853412654341021,3,119.53359266173578,19.786303220219427,328.6702570318141,13.519642716766363,23.88950276330725
19.71482020522776,2.4398558194450697,10.83429156044512,0,0.5767886696954992,6.921103586086719,66.67138330499833,0.6218585778646819,19,413.43147910965655,17.68550369789402,402.43514431639,12.304289026755344,16.609067415549376
3.482574144779975,34.846622454696465,9.908871630408344,1,0.5434127199260457,5.765699727074993,30.15034740879802,6.2225397209655435,1,-79.95001862495064,19.361908349163272,435.83889611331244,16.180288774184262,41.22208380588006
5.602085081916332,2.0415805598893666,17.19725356865804,0,0.5842664889829189,6.326556484813321,124.4424555783857,6.711333734251971,12,507.35780556011287,17.046106323100922,338.0929336521945,18.059784082504166,25.795501031607447
10.756140735297745,30.871626211117807,15.601027861052597,0,0.6125346914055206,6.778330294967748,94.20929249310967,3.165420767336495,7,420.075997200771,19.051523315250055,384.19522098119296,3.8621551933988023,19.935877897179246
7.021339754747894,14.922169713522502,0.22289411680867843,1,0.6274258703140069,6.153480326294447,71.5716815347286,1.6665878844373276,4,487.20189757113314,16.713656864954352,416.16035276898674,12.511966239149316,24.9312892721686
5.417113276541372,23.74443734542609,21.28812841310868,1,0.6166725359204138,7.051084633436208,104.11015764209618,3.0412478198686896,10,585.5787355352868,21.105357515269226,319.51671738748445,3.4134348379316073,15.374952875896348
13.449130077754047,44.98854886132908,20.622630343617416,0,0.5607496817506299,7.954710746233552,44.81852103321282,3.6652132612934794,13,441.3974908409274,17.202049080344253,430.23463001408936,11.21385202198735,18.945998614003262
7.955218625416345,46.189316852965845,6.783617359584246,0,0.526319389563121,5.749809777155512,83.87177054062961,1.6777437381492817,2,682.104051925999,19.95442557861693,306.22426640555506,6.290910983863283,44.50566337549956
5.312692752061374,7.167659452462109,13.831044380718122,0,0.5318472059615786,5.333268777792357,74.21467318749585,2.71804137300269,10,512.4868962399713,15.717511976991858,294.56703031459534,15.108160811861937,15.440096580730762
10.02465924596007,24.845780563306583,14.508808285350899,1,0.5266110063576783,6.512673016923413,76.01896428547612,7.013409917613037,21,280.8026897349036,20.21858248454352,217.03926346533842,0.9396982572987174,21.78449115756737
5.090904046352743,6.669042505198271,12.898648984184959,0,0.6860524116240478,6.8050937535883005,104.35313335300017,5.196347040833656,22,368.06454491949233,16.37395504760996,310.1849267050037,9.062547095740427,18.303835382302154
2.5938599432223075,20.047698849551495,7.3028944384666,1,0.6212268066737034,6.138393538308661,89.18302808811244,1.8584153598059898,4,28.10310750597705,19.07458897534392,281.78925412980993,19.562464178696345,12.935367726012029
0.9803978483731877,2.67285485047862,6.465798761227444,0,0.19715336384028642,7.317282464324724,76.71313492538314,0.4450417438495924,18,256.4320060006761,20.75104214136557,319.5204699807973,7.898034624745823,26.373981910022216
9.263141316196618,13.417542048118568,10.923676910159028,0,0.6287080931835713,5.362975940193726,22.097663041984873,3.1132636330194803,5,343.9926038031904,18.060037623175084,411.6913295042184,0.8250440196669899,22.835544025218724
2.6626446130339647,7.772720415364549,19.191830232889615,0,0.573368343366253,6.7850430361221274,41.62269910264706,3.3517407633640794,19,499.7739664056879,16.23583279635895,198.96364294286565,14.528485387215788,30.881451242799333
0.40755730735015083,38.60932203667351,14.850841066701584,0,0.5477549492264924,5.875897425468774,65.15187896596015,4.842018293462964,2,281.9393472049758,19.592987515699026,176.30494859257317,8.535644149042284,29.957316867036045
12.796963368104565,17.328005648918264,8.542761108605868,0,0.5033777856293338,7.503564534345108,71.2237637171739,2.6758349036079156,12,198.62764565901568,16.649840922229593,287.83379128473325,11.380213403882435,30.78651101518636
6.589479119245614,19.266142026352213,16.42472110347358,1,0.6848935263983217,7.694760747217683,36.84127533666273,4.874149108259909,17,90.89464029463483,17.610659681766098,397.97197491638576,7.517925936115594,14.052528969770858
11.738449351655785,1.8032666893465095,8.554944082347523,0,0.663703175454743,5.763340388551656,136.36811458375365,7.863823484126481,10,307.8018568763225,19.0840178508906,382.28671017879145,26.718216885808204,28.396839352668483
6.419530533734717,0.03877497911090089,19.026483332567516,0,0.45725467986116697,5.9153100048639935,111.2106729526254,5.5125521471329515,2,735.7431027978122,21.493487279436952,286.37932770510577,1.6376835754400556,28.62049785786887
0.2497841603780464,1.321394223802832,0.9040250735688886,1,0.5988462744549442,6.901711520885861,85.51952480302879,3.6990141346053775,6,453.5459818627015,18.558417378358833,462.416149126238,32.817818844449334,13.106220416496926
2.2892214026618407,20.590734917414316,8.599157504318388,0,0.4334011918550457,6.02900854514734,70.62423580207322,3.415384010788081,8,565.8493412756701,18.55028652165927,296.084695904231,9.9264806316654,19.568730571509395
8.92158371291555,1.5910615968878723,3.3742777270796065,1,0.38444582022532836,6.268212147447433,62.63692794577763,3.05098641822227,19,256.7908889124061,20.122528365970272,398.0833127375685,14.002470691148758,9.103768712393494
12.569695845714772,18.15175416568642,2.1666978175257494,0,0.47479393304920425,6.317771894379687,41.851091273375175,6.279345916149504,11,143.66044030282728,18.61081817268059,322.98644419439034,8.618945435008165,28.660528217898612
11.702137036310926,59.75683860843873,19.109704832911785,0,0.6534872166859311,4.9562287906616405,70.77720257038003,2.4826417635022637,12,202.85898603320467,19.898166439632377,276.9413520595773,8.321901725026276,28.618206718884558
3.701192452036955,31.697205589958436,7.87286171094795,0,0.6643750054451304,6.290313577734033,75.84284637801129,3.894967688899963,9,391.68197366151696,20.872773801338482,300.9389222815587,7.127707685628304,35.65933775188887
0.9098523300944334,3.8036517004893016,13.490876783941939,0,0.6115702504116752,5.817190558155078,33.70652782896635,3.9075155939502793,2,72.98635429548489,17.778978269410402,422.7940350180338,16.968931530509813,20.39505372810802
6.481991853211007,39.38828438641992,10.77624800573363,1,0.6370114944217597,5.954814024320159,77.99035732458161,2.7462531950957825,8,238.8928100431585,11.294976605390397,388.8532882079907,2.683322175247902,26.653520196386925
12.087242605964525,1.8918438085978533,14.391581707839538,0,0.611941394453795,7.31054240242817,64.23722072802455,0.9178223494433881,11,309.49140475682265,16.700560394111974,444.0973424036654,15.285170664122948,31.587162929432836
0.5688158692540219,36.088301669644,11.630071048315761,0,0.4730222085732458,5.42044517400452,14.990607623645303,4.478246457597103,21,186.08454858136542,21.159100423837668,388.84973351087444,2.809898418867842,15.56419793729684
1.9847669030247914,12.088411044375514,2.2473536530988696,0,0.6018307053608729,6.869243630723584,44.423181197095985,3.6718916591036943,4,51.22125308942867,18.42571748092516,209.38357885114604,14.64205427510652,14.165120699877168
6.025114273852445,32.18945175990244,17.974241054185267,0,0.6460491430273219,6.104725948767734,56.97768451085179,4.850504985816796,10,456.6618212992393,17.753913403958624,548.4117499221002,18.728912502118554,15.849456150099284
6.806997629501835,3.2097358218375085,7.6930795761869435,1,0.6405149595776289,6.1041678820529155,121.64402317125935,2.679439356477749,21,415.7064027406069,21.066926985047058,390.14038027932065,3.6509143381176763,19.286481692511966
10.668974654829523,11.829148235116556,0.3595848992477162,0,0.6926696045769571,6.853260327236198,84.23914279939859,6.3637247275074005,20,538.8770177618617,18.27708518429423,402.8351114493289,17.51907247220308,14.490899928055391
