214.9,31.4,13.0,65230,Cargo Ship
193.0,31.1,14.4,57674,Cargo Ship
185.9,34.2,11.3,45343,Cargo Ship
207.3,24.3,9.4,44377,Cargo Ship
169.6,33.3,10.6,35877,Cargo Ship
244.0,31.1,12.1,35753,Cargo Ship
183.7,32.4,10.3,53757,Cargo Ship
182.0,30.8,11.1,68523,Cargo Ship
199.6,27.8,13.2,37792,Cargo Ship
206.3,24.2,10.0,51969,Cargo Ship
222.2,32.7,11.8,46989,Cargo Ship
155.6,29.1,11.3,60571,Cargo Ship
210.3,24.9,12.5,46149,Cargo Ship
179.7,34.4,13.5,59313,Cargo Ship
174.8,30.8,12.5,59755,Cargo Ship
185.6,31.3,10.3,38038,Cargo Ship
224.4,37.4,11.9,60035,Cargo Ship
210.8,29.4,12.5,65380,Cargo Ship
198.9,38.3,8.1,58219,Cargo Ship
202.6,30.8,12.1,30124,Cargo Ship
193.4,33.4,14.2,44817,Cargo Ship
175.7,30.0,13.4,53288,Cargo Ship
184.1,34.1,12.1,59686,Cargo Ship
178.9,30.7,11.4,35365,Cargo Ship
208.9,33.0,12.0,47654,Cargo Ship
157.5,30.3,11.5,41977,Cargo Ship
195.2,33.6,14.8,51746,Cargo Ship
207.7,31.7,9.1,49735,Cargo Ship
201.8,40.0,11.7,53015,Cargo Ship
199.0,27.3,13.7,57519,Cargo Ship
223.7,28.4,14.1,35981,Cargo Ship
217.6,40.0,10.5,44337,Cargo Ship
203.0,30.0,9.7,50686,Cargo Ship
168.1,33.9,10.6,65499,Cargo Ship
176.5,30.7,13.2,37691,Cargo Ship
206.8,37.2,9.6,51846,Cargo Ship
207.8,35.1,10.1,36795,Cargo Ship
215.7,33.2,12.4,53464,Cargo Ship
179.6,32.9,12.4,42856,Cargo Ship
256.0,33.9,10.2,56566,Cargo Ship
170.8,35.1,13.7,41793,Cargo Ship
228.9,33.7,13.2,68968,Cargo Ship
192.6,29.0,10.7,41842,Cargo Ship
197.7,33.4,12.4,58272,Cargo Ship
200.4,37.8,11.6,70000,Cargo Ship
218.8,28.6,10.4,54825,Cargo Ship
193.3,34.9,12.7,49272,Cargo Ship
174.6,25.9,11.3,58564,Cargo Ship
206.4,27.0,12.3,53853,Cargo Ship
173.5,32.6,12.1,38570,Cargo Ship
157.2,26.7,9.1,25269,Passenger Ship
122.4,22.2,8.5,22569,Passenger Ship
160.3,36.6,8.6,25678,Passenger Ship
169.1,27.0,7.7,23795,Passenger Ship
134.5,24.3,7.5,20409,Passenger Ship
196.3,19.4,8.7,11936,Passenger Ship
140.6,28.3,8.1,14611,Passenger Ship
135.7,27.0,7.3,21082,Passenger Ship
150.9,23.0,10.1,23170,Passenger Ship
109.5,25.6,7.3,24262,Passenger Ship
134.1,24.7,8.5,24329,Passenger Ship
126.0,24.0,7.5,16733,Passenger Ship
185.3,26.2,6.7,24589,Passenger Ship
192.4,28.1,6.5,17579,Passenger Ship
175.3,22.9,8.4,23873,Passenger Ship
131.5,24.8,4.8,14878,Passenger Ship
144.9,21.3,9.6,12849,Passenger Ship
141.2,25.4,9.4,12821,Passenger Ship
173.3,25.0,7.0,22311,Passenger Ship
154.0,23.2,8.1,18073,Passenger Ship
152.3,27.0,9.6,13811,Passenger Ship
192.7,19.1,7.8,22942,Passenger Ship
155.6,23.1,7.8,17535,Passenger Ship
138.2,27.5,8.4,16535,Passenger Ship
168.0,25.9,8.8,23148,Passenger Ship
133.4,23.3,8.7,23052,Passenger Ship
149.6,25.4,9.3,17042,Passenger Ship
160.9,24.4,7.8,25494,Passenger Ship
166.5,27.4,9.3,20105,Passenger Ship
163.6,24.1,8.3,19349,Passenger Ship
151.9,26.8,7.2,30462,Passenger Ship
129.9,21.4,9.2,23958,Passenger Ship
162.5,26.9,8.0,15514,Passenger Ship
151.5,23.0,9.0,19265,Passenger Ship
133.5,24.0,8.4,17181,Passenger Ship
133.6,25.7,8.2,17465,Passenger Ship
140.6,25.7,6.6,12963,Passenger Ship
135.6,24.4,8.3,27377,Passenger Ship
167.2,24.5,8.0,14987,Passenger Ship
149.6,24.1,8.3,15864,Passenger Ship
160.4,29.6,7.9,22009,Passenger Ship
163.8,23.8,8.2,20063,Passenger Ship
152.0,22.7,8.0,22490,Passenger Ship
179.0,27.9,10.2,16163,Passenger Ship
167.4,25.6,10.2,15959,Passenger Ship
133.2,23.2,5.9,17371,Passenger Ship
134.8,25.5,8.3,29381,Passenger Ship
169.0,23.3,7.1,22460,Passenger Ship
123.6,30.5,9.2,17654,Passenger Ship
115.7,29.1,7.9,26189,Passenger Ship
22.0,6.4,3.5,505,Fishing Vessel
27.7,7.6,3.0,486,Fishing Vessel
30.6,7.5,3.9,388,Fishing Vessel
22.3,8.3,3.7,425,Fishing Vessel
37.8,7.1,4.1,507,Fishing Vessel
40.3,8.8,3.4,597,Fishing Vessel
33.2,8.4,3.0,569,Fishing Vessel
35.3,5.2,2.9,296,Fishing Vessel
28.7,7.7,4.3,507,Fishing Vessel
38.1,5.6,2.6,494,Fishing Vessel
31.9,7.0,2.5,491,Fishing Vessel
23.5,7.7,3.7,406,Fishing Vessel
27.4,5.9,3.5,596,Fishing Vessel
25.1,7.5,3.2,421,Fishing Vessel
29.5,6.0,3.2,380,Fishing Vessel
39.8,7.0,3.2,521,Fishing Vessel
29.4,6.8,3.8,576,Fishing Vessel
27.3,6.4,3.4,270,Fishing Vessel
22.4,8.4,4.3,475,Fishing Vessel
32.9,7.3,5.0,612,Fishing Vessel
29.4,6.0,2.7,520,Fishing Vessel
26.2,5.6,3.2,392,Fishing Vessel
38.4,7.9,3.5,648,Fishing Vessel
30.4,6.1,4.3,554,Fishing Vessel
24.8,6.8,3.1,362,Fishing Vessel
34.6,8.9,2.8,556,Fishing Vessel
26.7,6.5,3.2,414,Fishing Vessel
30.2,6.2,3.6,495,Fishing Vessel
28.8,6.1,3.2,576,Fishing Vessel
32.5,6.0,3.5,575,Fishing Vessel
