Eslora (m),Manga (m),Calado (m),Coef. de bloque,Tipo de embarcación
240.5681878888139,34.31239690772596,14.724854587589146,0.7154888460272499,Carga
259.25143115646017,25.159583724470743,9.06177120256335,0.8400514162030447,Carga
224.599489131045,39.20410255634444,11.810711634667836,0.7538992189909092,Carga
161.8743263537763,42.30296746672445,11.967329368882027,0.8112967631771829,Carga
167.57003768547816,41.279724415469644,14.744573813554407,0.8338857845985582,Carga
234.93957966435443,47.378800690431035,11.870107903248236,0.7169706577249783,Carga
243.22566560740125,38.63847431522554,14.075284919239511,0.8166701261215707,Carga
218.68214359004207,35.2451935208516,12.002261535338032,0.8240250391156952,Carga
197.68182517348356,46.91857401184166,11.21134399110502,0.7492524699946945,Carga
273.3069451980103,42.95871702674941,11.653266419901595,0.7053056269222899,Carga
157.52608062634755,20.985500433154947,13.158866836469489,0.7407133204367358,Carga
232.01562606734382,40.90689565256995,10.6006715969896,0.7587456292438619,Carga
263.9918079911716,33.104122178614176,10.21343488193048,0.7982225179311851,Carga
266.10192050375395,40.153093215154925,9.925073987671272,0.7100749896338947,Carga
262.3777035898264,20.35172299233396,9.255433200638514,0.757629177633525,Carga
224.49209679552,49.78538811830717,10.084532975116264,0.7642999852703775,Carga
225.15215288431602,29.55225137674803,10.238184010311707,0.7114363711211574,Carga
190.7079012774882,34.85770136934295,8.35188993876537,0.787801217081632,Carga
218.53286171821128,49.88699043788481,13.14297364668229,0.8274529715029533,Carga
166.8015526177773,35.585237998047965,11.247568087564968,0.7588079995704398,Carga
183.93366949641126,26.01774046469161,12.84533847493114,0.7721475348415756,Carga
162.07501212860868,42.6645984992313,9.02299369747983,0.8377991926380967,Carga
282.5589237605582,46.21686001961052,14.3841824302208,0.764887281523333,Carga
198.53119849317878,42.712432383616644,11.746346063366989,0.8201387385348718,Carga
255.06481965234502,31.998708315587248,9.60759562552186,0.7275642744618648,Carga
238.6181373717847,27.390938999507306,12.8308694561104,0.8169628802565772,Carga
152.34715205208516,31.58709702057819,14.37107462722161,0.7595027876676851,Carga
209.8533575815253,25.288168608494534,14.976860456370957,0.8166733023599988,Carga
236.50912479913757,23.856525234760987,11.690714362072267,0.8097035292902025,Carga
233.40755619328502,37.965932574987406,13.463101091109923,0.7911711825864305,Carga
154.4802028826678,37.99572865976345,11.208735906119884,0.8421424361357837,Carga
191.31383244427494,43.83702550516247,14.800265460680718,0.8170810824398212,Carga
204.13187671325457,21.520461836747693,9.533911690978043,0.7279294983220086,Carga
287.06860018547275,42.991202025881506,10.856755591258901,0.7694094563628476,Carga
154.42505048157588,36.419146012004354,9.224877212563756,0.7599800312721231,Carga
150.19944091506963,21.734891285766697,10.560399891439706,0.7640258642732458,Carga
291.8212360038805,37.90747142813989,13.535199873239705,0.7848255050620099,Carga
245.77258674431445,42.37177682818712,10.550864666375347,0.8121221002047185,Carga
150.23806498855004,49.76860348183038,11.83295945682705,0.8005237701959247,Carga
295.04138976838874,21.62290785407875,9.890403046299316,0.7302289410581416,Carga
220.3591242367337,46.65163802008337,8.70759891203433,0.8343785019397578,Carga
220.8940356759427,47.00279413514921,11.057364696077645,0.8218826765464504,Carga
217.79553360587312,47.06552242423439,13.135897117006714,0.7375035761937858,Carga
252.32642533593025,32.74979972592477,8.606580123345893,0.7693080931652638,Carga
234.84073260503686,30.559859596277583,11.484685084171314,0.7816434581143974,Carga
212.23911579054757,35.355933370871085,13.11748009541542,0.8280927518485174,Carga
195.31143876959686,41.5060099075251,10.431384057939384,0.7411540810712118,Carga
191.10106737839277,22.193395677485878,14.671547646279215,0.7629102783839549,Carga
265.0240822695351,27.596164239510852,9.397242354113118,0.7114959250164341,Carga
222.7471867228382,35.516506216998245,13.42317866545573,0.7724525341082946,Carga
120.84091645249859,22.61748212929754,10.004075931108753,0.7140482079855818,Pasajeros
141.7722211732549,19.652509137301227,11.579510489282617,0.7326284233479731,Pasajeros
198.4455640842259,19.41510393188978,7.826908890107702,0.598870201223487,Pasajeros
244.76140711049524,21.010976991488292,7.690516793297692,0.690130911419839,Pasajeros
144.45007077732848,18.881440922705572,9.280265405881778,0.6981861873116977,Pasajeros
179.39892261024426,33.28524062197525,10.770414747760293,0.7004311046793458,Pasajeros
186.79965880900522,18.43306434582364,7.89904073291139,0.718731536041345,Pasajeros
160.37008823399063,32.592455058698306,6.222756288635998,0.6590568084827829,Pasajeros
211.5192717564765,26.68868234358333,6.375833740670157,0.5878943984922083,Pasajeros
220.206267039914,38.59731281185242,6.2515810176324536,0.6925948521073388,Pasajeros
127.10105913989634,24.357539093082487,7.062535041923698,0.630489743466282,Pasajeros
206.80149131812846,33.87689048251248,10.610939118414585,0.6697753393638097,Pasajeros
198.76391784363807,18.856051298298993,6.333350921314602,0.6768708292578272,Pasajeros
197.92157760210927,22.51321412625501,8.992087771026508,0.704952809136539,Pasajeros
190.5728828423501,22.542645182667858,7.681485227225414,0.5655382221648618,Pasajeros
143.72775790140807,24.30424960139318,10.951404074946105,0.5592560555642522,Pasajeros
202.21650359047766,22.97153592608147,10.760795310787959,0.6467087549990267,Pasajeros
174.37146331925652,27.18965502334746,6.581410144433272,0.5505647730863141,Pasajeros
197.27703852478254,25.27432947261982,8.222053480647821,0.7456501983965516,Pasajeros
180.090920792886,23.810235395754862,6.549576116543782,0.6196338244980532,Pasajeros
165.8372792529825,29.359559084656098,7.109950708927813,0.5677948297192041,Pasajeros
234.93466246054956,35.06483794306742,10.422438025919686,0.6840785844584706,Pasajeros
224.1975980853211,28.53928217732752,6.747628300608205,0.628145480255639,Pasajeros
211.1896805009256,23.151078933815825,11.738337640312743,0.6274954222579092,Pasajeros
168.97817452817293,19.70172779034169,10.828879250993696,0.5933647489491531,Pasajeros
168.89032022054386,31.523475947688866,8.664625041218363,0.7288258823605479,Pasajeros
244.21524416568084,33.42541953233313,9.033376161805263,0.6981007634852715,Pasajeros
234.83742802397705,20.557550385618633,11.68537174289543,0.6589734108076,Pasajeros
189.985630012243,18.944617926034606,8.514076845362013,0.5983723972259495,Pasajeros
105.01500247780378,18.745019935787887,10.16880011552739,0.5672440443822002,Pasajeros
237.24464569034305,18.518157712005046,9.630539858623042,0.6832955800623226,Pasajeros
129.99454199952154,17.335344205366578,6.6060754024755575,0.6650707096651557,Pasajeros
247.2433090425183,24.92004034760253,7.369339981001387,0.6850635760049681,Pasajeros
154.88652286506922,25.96548509221106,6.136708403973177,0.7316500254967961,Pasajeros
215.3473376997456,20.427291190250568,8.103079107766305,0.7271506439665565,Pasajeros
142.78453234020213,33.28341282156893,9.271733998340743,0.6224020965029656,Pasajeros
126.53984455685294,15.226256087286355,9.032000620159202,0.7302193134508537,Pasajeros
209.9086449122154,38.28209814143936,10.891547979348083,0.6147167674580748,Pasajeros
212.93677852482938,24.80793641478207,11.265482252592516,0.6767219525835795,Pasajeros
125.21881558458654,29.127760759377193,6.381397380530431,0.6977605110953097,Pasajeros
191.24395837531085,36.63554575656201,9.805520478964606,0.7376607867192151,Pasajeros
117.2369978596804,31.537750076857918,8.372279016260702,0.7393022219464676,Pasajeros
173.67576161212673,23.21326713744602,8.35959919752716,0.663320054500936,Pasajeros
156.45719766509404,30.56580260429871,8.422855174819848,0.7123797700912646,Pasajeros
161.79749541073974,16.031306561189727,11.184500522019537,0.6249931542602845,Pasajeros
220.05187314311075,16.32305100959246,7.322940860528658,0.6746212565634724,Pasajeros
149.49157141179148,20.873562223831033,7.620501836663665,0.73908118303132,Pasajeros
186.26875019758995,20.168477442754764,10.997602446349138,0.6859186617180567,Pasajeros
174.08966203685014,21.631484978074333,9.569913900236036,0.6144545168991884,Pasajeros
181.53402420911402,28.92769698450948,9.891466524637737,0.7412262166358662,Pasajeros
48.91986914860756,12.355627153878626,2.801970461043986,0.5617196453656816,Pesquero
58.3518417361209,13.925801123742211,3.415556117712043,0.6226022166065478,Pesquero
67.41120428910568,10.929284684104905,2.8994189834848414,0.5082637343553322,Pesquero
68.66081960644618,8.06190202932345,2.7002722848379315,0.5555192144171779,Pesquero
79.61767044212124,5.378907431558838,4.603092560879365,0.5431385617439954,Pesquero
57.13394696276194,6.815306894200946,5.111453063371542,0.6310874459218936,Pesquero
45.99971911139399,9.625126103375532,2.308106994059778,0.6477883089890156,Pesquero
75.15707107856032,12.101151948740423,2.5739530054234563,0.5608603620110136,Pesquero
76.67000233655918,5.6348582288943465,3.5036876996851087,0.46009354461641816,Pesquero
